iter	MultiClass
161	0.06287714513
162	0.06267740805
163	0.06248824081
164	0.06203756523
165	0.06171245492
166	0.06090718596
167	0.06047965255
168	0.0600769681
169	0.05958191454
170	0.0594601586
171	0.0591648784
172	0.05889965508
173	0.05855250001
174	0.05813656635
175	0.0579557939
176	0.05732310227
177	0.05678544409
178	0.05641917525
179	0.056250113
180	0.05592192818
181	0.05554891654
182	0.05545906288
183	0.05487983182
184	0.05466514418
185	0.0541926887
186	0.05352963513
187	0.05304229075
188	0.05242291864
189	0.05222664137
190	0.05212406127
191	0.05201902707
192	0.0516643438
193	0.05135499064
194	0.05111792094
195	0.05066987824
196	0.05011923383
197	0.04985288461
198	0.04970915828
199	0.04955789623
200	0.04921263694
201	0.04872678903
202	0.04854798229
203	0.04836608668
204	0.04810335252
205	0.04771023545
206	0.04742952309
207	0.04716626221
208	0.04692209009
209	0.04681206535
210	0.04662444109
211	0.04620886079
212	0.04605080274
213	0.0459324769
214	0.04550824073
215	0.04530498431
216	0.04499754946
217	0.04486824378
218	0.04469642509
219	0.04448875269
220	0.04434835899
221	0.04397516121
222	0.04387046703
223	0.0436109286
224	0.04352733854
225	0.04329184461
226	0.04299638279
227	0.04286362892
228	0.04268855614
229	0.04254053283
230	0.04215959731
231	0.04196343247
232	0.04163387514
233	0.04150235523
234	0.04130361425
235	0.04101460957
236	0.04088912665
237	0.04080417439
238	0.04053643521
239	0.04034985508
240	0.04020200633
241	0.03998183941
242	0.03986344865
243	0.03960981958
244	0.03948588355
245	0.03926499305
246	0.03885955249
247	0.03876053026
248	0.03869282637
249	0.03854554238
250	0.03833171979
251	0.03817479538
252	0.03812275992
253	0.03793973042
254	0.03777613079
255	0.03753184984
256	0.03741643477
257	0.0371633073
258	0.03703919316
259	0.03692669289
260	0.03682996596
261	0.03649350292
262	0.03640179765
263	0.03621881877
264	0.03610290008
265	0.03591867624
266	0.03579290461
267	0.03556777178
268	0.03541524513
269	0.03521965662
270	0.03513125724
271	0.0350799932
272	0.03481454956
273	0.03469086875
274	0.03460005747
275	0.03456169574
276	0.03441371237
277	0.03430006059
278	0.03421860141
279	0.03404385485
280	0.03386977269
281	0.03361515478
282	0.03354556518
283	0.03344731639
284	0.03327565363
285	0.03308110474
286	0.03296256972
287	0.03291045178
288	0.03284105235
289	0.0326933582
290	0.03259359913
291	0.03250098769
292	0.03229913231
293	0.0322044812
294	0.03206735413
295	0.03176447009
296	0.03167393355
297	0.03155462079
298	0.03120480906
299	0.03108040245
300	0.03084536481
301	0.03067902229
302	0.03062058368
303	0.03050591461
304	0.03045252167
305	0.03035669912
306	0.03022221575
307	0.03014570335
308	0.02999369803
309	0.02980234099
310	0.02974041516
311	0.02965887519
312	0.02953853288
313	0.02938997069
314	0.02928321154
315	0.02915441941
316	0.02900951099
317	0.02884827202
318	0.02878342753
319	0.02859486159
320	0.02848605794
321	0.02832283916
322	0.02824507536
323	0.02804664675
324	0.02794397498
325	0.02775239309
326	0.02763080041
327	0.02741942504
328	0.02725526053
329	0.02716637275
330	0.02711612774
331	0.02706526045
332	0.0269922998
333	0.02683410375
334	0.02673418603
335	0.02659330513
336	0.02653159154
337	0.02641551675
338	0.02632182586
339	0.02619180905
340	0.02616693162
341	0.0260668692
342	0.02585544942
343	0.02576657136
344	0.02573935801
345	0.02567522413
346	0.02560267438
347	0.02552318996
348	0.02539764649
349	0.0253628003
350	0.02524741343
351	0.02516300112
352	0.02513317724
353	0.02508054019
354	0.02498093078
355	0.02491486482
356	0.02477560076
357	0.02472540031
358	0.0246418429
359	0.02456616705
360	0.02451711103
361	0.02444154317
362	0.02429016712
363	0.02422840935
364	0.02420097178
365	0.02411946228
366	0.0240480065
367	0.02398004853
368	0.02390776951
369	0.02385509272
370	0.02375947511
371	0.02366363407
372	0.02357498114
373	0.0235063324
374	0.02340812459
375	0.02332341748
376	0.02328680717
377	0.02316502692
378	0.02313474837
379	0.02304695163
380	0.02294953737
381	0.02286217406
382	0.02278167567
383	0.02266119883
384	0.02259325693
385	0.02256563045
386	0.02250260157
387	0.02241625673
388	0.02230211536
389	0.02221910088
390	0.02214079139
391	0.02210905602
392	0.02205925137
393	0.02193170657
394	0.02176935915
395	0.02169224604
396	0.02165440732
397	0.02147418353
398	0.0214131061
399	0.02133780346
400	0.0212968966
401	0.02125710931
402	0.02120665868
403	0.02110470728
404	0.02104824752
405	0.02088664553
406	0.02079481005
407	0.02074786562
408	0.02071470864
409	0.02065522419
410	0.02051714831
411	0.02046601415
412	0.02043959584
413	0.02038228413
414	0.02023812799
415	0.02014398688
416	0.02007997983
417	0.02002425742
418	0.0199609457
419	0.01989984361
420	0.01984388128
421	0.01979897823
422	0.01973871703
423	0.01968448419
424	0.0196213583
425	0.01958494066
426	0.0194943238
427	0.01942945443
428	0.01933278528
429	0.01927771775
430	0.01921512321
431	0.01914949474
432	0.01908666321
433	0.01906635618
434	0.01892943929
435	0.01889444878
436	0.01886495576
437	0.0188207093
438	0.018763634
439	0.01872161562
440	0.01866427741
441	0.01855504617
442	0.0185169401
443	0.01848935731
444	0.01840428002
445	0.01833123768
446	0.01831125124
447	0.01827311696
448	0.01823075454
449	0.01817458618
450	0.01812569463
451	0.01804066585
452	0.01800866891
453	0.01797930639
454	0.01790658791
455	0.01784985244
456	0.01781077036
457	0.01779653122
458	0.01774863168
459	0.01773111609
460	0.01770229143
461	0.01764906889
462	0.01762398391
463	0.01757699557
464	0.01752439764
465	0.017477066
466	0.01743826102
467	0.01738102346
468	0.0173445059
469	0.01729991422
470	0.01727408756
471	0.01717840797
472	0.017112504
473	0.01709447006
474	0.01703394351
475	0.01700415625
476	0.01689631771
477	0.01678748738
478	0.01675568855
479	0.01669150803
480	0.016646924
481	0.01658250812
482	0.01653963806
483	0.01643961967
484	0.01637959048
485	0.01633993325
486	0.01628329476
487	0.01623825311
488	0.01622772852
489	0.01620511072
490	0.01612326717
491	0.01608589131
492	0.01603743227
493	0.01592859996
494	0.01588466079
495	0.01587013415
496	0.01583402674
497	0.01575736221
498	0.01573620829
499	0.01566039068
500	0.01559549547
501	0.01552920453
502	0.01549530479
503	0.01543864706
504	0.01541424909
505	0.01537981022
506	0.01536755483
507	0.01531724634
508	0.0152544355
509	0.01522961682
510	0.01520002464
511	0.01517550335
512	0.01511941697
513	0.01507890475
514	0.01502697555
515	0.01500620667
516	0.01496056914
517	0.01494016408
518	0.01490963587
519	0.01486105252
520	0.01477397821
521	0.01473486009
522	0.01472540882
523	0.01469434635
524	0.014679032
525	0.01463885302
526	0.01460384393
527	0.01458037655
528	0.01455149764
529	0.0144961549
530	0.0144814711
531	0.01445297965
532	0.01441762345
533	0.01434891637
534	0.01432010169
535	0.01429920145
536	0.01428227724
537	0.01423810177
538	0.01421013301
539	0.01417302527
540	0.01414171922
541	0.01410397509
542	0.01406747511
543	0.01402466179
544	0.01399975461
545	0.01398613961
546	0.01395260095
547	0.01392409703
548	0.01385550569
549	0.01381207979
550	0.01379353357
551	0.01376113588
552	0.01373946187
553	0.01371854418
554	0.01369535404
555	0.01365641493
556	0.01362325024
557	0.01358716416
558	0.01356739664
559	0.01353368438
560	0.01352794911
561	0.01349471819
562	0.01345715771
563	0.01343064918
564	0.01338645298
565	0.01335886739
566	0.01332141434
567	0.01330359012
568	0.01328346631
569	0.01326670003
570	0.01321607349
571	0.01318737817
572	0.01314623317
573	0.01313452351
574	0.01311008459
575	0.01309850482
576	0.01309271653
577	0.01307485193
578	0.01306520539
579	0.01304301057
580	0.0130353198
581	0.01298733174
582	0.01296368989
583	0.01294043335
584	0.01291010883
585	0.01287952647
586	0.01286287393
587	0.01285571422
588	0.01282996269
589	0.0127909699
590	0.01273141372
591	0.01272369011
592	0.01269981816
593	0.01265864778
594	0.0126261043
595	0.01258713034
596	0.01255466639
597	0.01251872262
598	0.01249796847
599	0.01248980352
600	0.01245809483
601	0.01243482721
602	0.01241490921
603	0.01236999391
604	0.01233542844
605	0.0122593199
606	0.01221304807
607	0.01219786521
608	0.0121749293
609	0.0121544357
610	0.01211030316
611	0.01208257696
612	0.01206562587
613	0.01204714301
614	0.01200682378
615	0.01194621606
616	0.01190847876
617	0.01187379899
618	0.01186743782
619	0.01183074317
620	0.01181798553
621	0.01180645575
622	0.01179698198
623	0.01176967506
624	0.01170296424
625	0.01167048607
626	0.01166046076
627	0.01162031948
628	0.01160381563
629	0.01158160261
630	0.01152211281
631	0.01148137688
632	0.01142879026
633	0.01139513003
634	0.01138198507
635	0.01135023286
636	0.01134175457
637	0.01132073475
638	0.01131322378
639	0.0112888892
640	0.01125981543
641	0.01122554802
642	0.0111869504
643	0.01118153559
644	0.01115088959
645	0.01113206295
646	0.01109724723
647	0.01108918133
648	0.01106417644
649	0.01104562523
650	0.01103358819
651	0.0110100093
652	0.01096453524
653	0.01095143444
654	0.01092588649
655	0.01090492871
656	0.01089188974
657	0.01088648597
658	0.01087217168
659	0.0108437256
660	0.010809715
661	0.01078546454
662	0.01076571991
663	0.01074525666
664	0.01072516895
665	0.01070517394
666	0.01066653471
667	0.01063017025
668	0.01059494511
669	0.01057119706
670	0.01056716745
671	0.01054954974
672	0.0105356461
673	0.01052352178
674	0.01049510752
675	0.01047042795
676	0.01045152876
677	0.01043272563
678	0.01039227289
679	0.01036420023
680	0.01034196833
681	0.01032200055
682	0.01030328303
683	0.01029305541
684	0.01025807964
685	0.01024800377
686	0.01022523569
687	0.01021434273
688	0.01019440145
689	0.01016517479
690	0.01014045788
691	0.01010893827
692	0.01009228657
693	0.01007203815
694	0.0100490224
695	0.01003664347
696	0.01003353757
697	0.01002040602
698	0.01000091018
699	0.009984732939
700	0.009958181374
701	0.00993190185
702	0.009923821991
703	0.00990891758
704	0.009891629223
705	0.00988528131
706	0.00986611344
707	0.009853761691
708	0.009813752243
709	0.009750783233
710	0.009726835681
711	0.00970857965
712	0.009697143556
713	0.009682997359
714	0.009667872476
715	0.009648243678
716	0.009616613261
717	0.009589360188
718	0.009547403328
719	0.009532176651
720	0.009518281884
721	0.009505940425
722	0.009478699424
723	0.009462107923
724	0.009439331231
725	0.009419145957
726	0.00940237643
727	0.009396525584
728	0.009383179773
729	0.009364773033
730	0.009339080857
731	0.009325826971
732	0.009317527502
733	0.009306467158
734	0.009289626802
735	0.009262888375
736	0.009232559037
737	0.009213829791
738	0.009202735303
739	0.009180505785
740	0.009153633913
741	0.009143247638
742	0.009128554609
743	0.009116020767
744	0.009083687839
745	0.009072325626
746	0.00906862163
747	0.009056195061
748	0.009032052924
749	0.009023057397
750	0.008999493754
751	0.008985897601
752	0.008975028872
753	0.008951412901
754	0.008938386879
755	0.008919388815
756	0.008901744821
757	0.008888857074
758	0.008877592228
759	0.008867366721
760	0.008832107334
761	0.008804765607
762	0.008796839507
763	0.008785710857
764	0.008759055857
765	0.008743709821
766	0.008726290657
767	0.008706071225
768	0.008685564157
769	0.00867167615
770	0.008662374624
771	0.008640901385
772	0.008616416043
773	0.008610212431
774	0.008577696049
775	0.008565946201
776	0.008551029435
777	0.008535613894
778	0.008507143982
779	0.008484438149
780	0.008470923664
781	0.008453785374
782	0.008443811728
783	0.00842844426
784	0.008415914206
785	0.008406719493
786	0.008382663215
787	0.008369028995
788	0.008357299223
789	0.008341450309
790	0.008327079037
791	0.008318540723
792	0.008307842581
793	0.008298305289
794	0.008293743152
795	0.008274021747
796	0.00825507095
797	0.008242788147
798	0.008232335564
799	0.008214657262
800	0.00819219932
801	0.008183508767
802	0.008165630741
803	0.008145203992
804	0.008132848732
805	0.008117535491
806	0.008107636192
807	0.008097805318
808	0.008091579019
809	0.008083321533
810	0.008075004786
811	0.008060372085
812	0.008050378222
813	0.008035369684
814	0.00802332007
815	0.008009728141
816	0.008000872201
817	0.007995682575
818	0.007969260187
819	0.007953042533
820	0.007947464727
821	0.007929509962
822	0.007926892549
823	0.007918645898
824	0.007905954762
825	0.00790248225
826	0.007887608005
827	0.007870842469
828	0.007856630773
829	0.007849173227
830	0.007826857302
831	0.007807409812
832	0.007796472282
833	0.007776207373
834	0.007760844344
835	0.00775328911
836	0.007738206157
837	0.007734607858
838	0.007726846021
839	0.007713704491
840	0.007691065142
841	0.00768692392
842	0.007670881224
843	0.007660576638
844	0.007652110525
845	0.007628099089
846	0.007612301999
847	0.007599467662
848	0.007591510848
849	0.00757407505
850	0.007553431501
851	0.007546141619
852	0.007534072807
853	0.007526619729
854	0.007521740044
855	0.007515382567
856	0.007508118046
857	0.007495354065
858	0.007493287406
859	0.007477727639
860	0.00746631007
861	0.007454462049
862	0.007431247713
863	0.007419633768
864	0.007417800431
865	0.007406182572
866	0.007389629183
867	0.007382668635
868	0.007369779546
869	0.007345436042
870	0.007333450678
871	0.007320122488
872	0.007307677803
873	0.007285258361
874	0.007278964948
875	0.007265183618
876	0.007258117687
877	0.007249359737
878	0.00723498833
879	0.007224539465
880	0.007209690087
881	0.007200762124
882	0.007189668709
883	0.007183005131
884	0.007171910525
885	0.007165905245
886	0.007163286174
887	0.007150554718
888	0.007139289536
889	0.007124125892
890	0.007119144911
891	0.00711370233
892	0.00709759783
893	0.007081928441
894	0.00705951709
895	0.007045302106
896	0.007025820669
897	0.007018078044
898	0.007011293583
899	0.007006173536
900	0.006991171748
901	0.006987952201
902	0.006976616195
903	0.006971882856
904	0.006966101078
905	0.006948313032
906	0.006939616032
907	0.006925926196
908	0.006913990405
909	0.006904973251
910	0.006893872759
911	0.006882420494
912	0.006873693495
913	0.00686251859
914	0.00685087347
915	0.006846311689
916	0.006839789896
917	0.006821935439
918	0.006813072705
919	0.006803697494
920	0.006795908398
921	0.006779603035
922	0.006766848069
923	0.006738097274
924	0.00673131728
925	0.006722835059
926	0.006718201574
927	0.006697194954
928	0.006684209484
929	0.006677923668
930	0.006672054019
931	0.006660594849
932	0.006649929676
933	0.006640847301
934	0.006626083428
935	0.00661232192
936	0.006606394324
937	0.006587465609
938	0.006574440392
939	0.006557251425
940	0.006553811286
941	0.00654526808
942	0.006536321521
943	0.006530435698
944	0.006515697657
945	0.006505025885
946	0.006500501514
947	0.006494224118
948	0.006486343066
949	0.006474716346
950	0.006454601807
951	0.006448402356
952	0.006440781802
953	0.006418600299
954	0.006409715032
955	0.006406918418
956	0.006393929917
957	0.006384945655
958	0.00637544666
959	0.006367050613
960	0.006360196221
961	0.006355656157
962	0.006350151228
963	0.006343945417
964	0.006337912336
965	0.006328792921
966	0.006320384856
967	0.006310093213
968	0.006302829487
969	0.006290091554
970	0.006277816869
971	0.006272710591
972	0.006269432369
973	0.006257626647
974	0.006245052726
975	0.006234750868
976	0.006229958389
977	0.0062259089
978	0.006220818333
979	0.006200245705
980	0.006194736256
981	0.006190318348
982	0.006155500586
983	0.006151821724
984	0.006144472026
985	0.006139593361
986	0.006133831802
987	0.006122544565
988	0.006104900062
989	0.006099533589
990	0.006090034464
991	0.006080360083
992	0.006076186495
993	0.006071910778
994	0.006064219824
995	0.006053388518
996	0.006046374013
997	0.006031393302
998	0.006019825668
999	0.00601130859
